id	question	answer	Type	predicted_label	True-label
2303	Are you into spicy foods?	Mild spice is fine, not too intense.	contrastive	No	No
2304	Are you into spicy foods?	Depends on the dish.	ambiguous	Yes	No
2305	Are you a fan of electronic music?	If I ever heard then I can say it.	conditional	Yes	No
2306	Are you a fan of electronic music?	Electronic music makes me tense.	sarcastic	No	No
2307	Are you a fan of electronic music?	I prefer classical music.	contrastive	No	No
2308	Are you a fan of electronic music?	I do not know it.	ambiguous	No	No
2309	Are you making more than 80 thousand dollars a year?	If dream come true.	conditional	Yes	No
2310	Are you making more than 80 thousand dollars a year?	I’m swimming in Monopoly money.	sarcastic	Yes	No
2311	Are you making more than 80 thousand dollars a year?	I prefer a easy life.	contrastive	No	No
2312	Are you making more than 80 thousand dollars a year?	I wish.	ambiguous	Yes	No
2313	Is this your child?	if he can call me dad.	conditional	No	No
2314	Is this your child?	I just borrow other people’s kids.	sarcastic	No	No
2315	Is this your child?	this is my nephew	contrastive	Yes	No
2316	Is this your child?	You guess.	ambiguous	Yes	No
2317	Do you like to to get outside?	If it is not raining now.	conditional	No	No
2318	Do you like to to get outside?	I do not want to hurt my dress.	sarcastic	No	No
2319	Do you like to to get outside?	I prefer staying indoors.	contrastive	No	No
2320	Do you like to to get outside?	I try to, but not always.	ambiguous	No	No
2321	Are you into trendy places?	Unless I know someone fashionable right away.	conditional	Yes	No
2322	Are you into trendy places?	I live outside the fashion world.	sarcastic	No	No
2323	Are you into trendy places?	They make me feel uncomfortable.	contrastive	No	No
2324	Are you into trendy places?	What kind of trendy do you mean?	ambiguous	Yes	No
2325	Did you buy any sci-fi books recently?	If you mean that I had read.	conditional	Yes	No
2326	Did you buy any sci-fi books recently?	I slep all day recently.	sarcastic	Yes	No
2327	Did you buy any sci-fi books recently?	I'm not into sci fi.	contrastive	No	No
2328	Did you buy any sci-fi books recently?	I do not know it.	ambiguous	No	No
2329	Are you interested in going to the movies?	If I have time.	conditional	Yes	No
2330	Are you interested in going to the movies?	I wish I could clone myself.	sarcastic	No	No
2331	Are you interested in going to the movies?	I prefer watching movies from home.	contrastive	No	No
2332	Are you interested in going to the movies?	I want to go to supermarkt now.	ambiguous	Yes	No
2333	Do you like rock and roll music?	Unless no classic misic.	conditional	No	No
2334	Do you like rock and roll music?	Oh I would fall asleep.	sarcastic	No	No
2335	Do you like rock and roll music?	I'd rather listen to country.	contrastive	No	No
2336	Do you like rock and roll music?	I only listened a few of them.	ambiguous	No	No
2337	Do you want to eat tacos?	If I have no appointment later.	conditional	No	No
2338	Do you want to eat tacos?	Could I drink it?	sarcastic	Yes	No
2339	Do you want to eat tacos?	I would prefer pizza.	contrastive	No	No
2340	Do you want to eat tacos?	Not now.	ambiguous	No	No
2341	Will you have better benefits at the new job?	If I chose another new job.	conditional	Yes	No
2342	Will you have better benefits at the new job?	I never care about the benefits at all.	sarcastic	No	No
2343	Will you have better benefits at the new job?	I am satisfied with my last job.	contrastive	No	No
2344	Will you have better benefits at the new job?	I think they will be the same.	ambiguous	Yes	No
2345	Will this be your first time in New York?	If I forget the time I spent here.	conditional	No	No
2346	Will this be your first time in New York?	Totally—NYC virgin reporting in.	sarcastic	Yes	No
2347	Will this be your first time in New York?	I’ve been before, but never explored much.	contrastive	No	No
2348	Will this be your first time in New York?	I am familiar with this place.	ambiguous	No	No
2349	Do you have any pets?	If plants count.	conditional	Yes	No
2350	Do you have any pets?	I am struggling with feeding myself.	sarcastic	No	No
2351	Do you have any pets?	I prefer plants.	contrastive	No	No
2352	Do you have any pets?	Not really.	ambiguous	No	No
2353	Can I come to you to the park?	If it stops raining outside.	conditional	No	No
2354	Can I come to you to the park?	Oh I like the strong rain outside.	sarcastic	Yes	No
2355	Can I come to you to the park?	I prefer being indoor.	contrastive	No	No
2356	Can I come to you to the park?	Let's not go to the park.	ambiguous	No	No
2357	Are you looking for a newer flat?	If mine creaks one more time.	conditional	No	No
2358	Are you looking for a newer flat?	Newer? I’m still figuring out how to fix the heater in this one.	sarcastic	Yes	No
2359	Are you looking for a newer flat?	I prefer purchasing a place that I can remodel.	contrastive	No	No
2360	Are you looking for a newer flat?	I want to redecorate my house.	ambiguous	Yes	No
2361	Do you know how much rent is?	If “too much” counts, then yes.	conditional	No	No
2362	Do you know how much rent is?	I can not remeber any numbers.	sarcastic	No	No
2363	Do you know how much rent is?	I’ve heard the average, not exact figures.	contrastive	No	No
2364	Do you know how much rent is?	I am eager to find out.	ambiguous	Yes	No
2365	Did you enjoy playing board games growing up as a kid?	If I had brother to play with.	conditional	Yes	No
2366	Did you enjoy playing board games growing up as a kid?	I could almost play board games myself. 	sarcastic	Yes	No
2367	Did you enjoy playing board games growing up as a kid?	Some were fun, some not so much.	contrastive	No	No
2368	Did you enjoy playing board games growing up as a kid?	Some were fun, some not so much.	ambiguous	No	No
2369	Do you play sports?	If you mean video games.	conditional	Yes	No
2370	Do you play sports?	Do you mean video games?	sarcastic	Yes	No
2371	Do you play sports?	I prefer to watch them.	contrastive	No	No
2372	Do you play sports?	Seldom.	ambiguous	No	No
2373	Are you gluten intolerant?	If I am in hospital now.	conditional	No	No
2374	Are you gluten intolerant?	I can not live without bread.	sarcastic	No	No
2375	Are you gluten intolerant?	I am allergic to milk.	contrastive	No	No
2376	Are you gluten intolerant?	No allergic reactions have occurred so far.	ambiguous	No	No
2377	Did you have a nice drive here?	If traffic didn’t happen, it was fine.	conditional	No	No
2378	Did you have a nice drive here?	It's like I walked 2 days in a row.	sarcastic	No	No
2379	Did you have a nice drive here?	I prefer stay at home.	contrastive	No	No
2380	Did you have a nice drive here?	The traffic was terrible.	ambiguous	No	No
2381	Do you like fish?	If I am not allergic to it.	conditional	No	No
2382	Do you like fish?	I would say so when there is no meat any more.	sarcastic	No	No
2383	Do you like fish?	I prefer meat.	contrastive	No	No
2384	Do you like fish?	I like meat.	ambiguous	Yes	No
2385	Did you move back?	If I have free house to live.	conditional	Yes	No
2386	Did you move back?	Could I do not need to work any more?	sarcastic	No	No
2387	Did you move back?	I do not like to change.	contrastive	No	No
2388	Did you move back?	I'm just here visiting family.	ambiguous	Yes	No
2389	Do you often feel unchallenged at work?	"If ""often"" means once a year. "	conditional	Yes	No
2390	Do you often feel unchallenged at work?	There are lots of tasks at work I can not think about others.	sarcastic	No	No
2391	Do you often feel unchallenged at work?	I prefer no work.	contrastive	No	No
2392	Do you often feel unchallenged at work?	Seldom.	ambiguous	No	No
2393	Do you like fictional books?	If I had read I can answer you.	conditional	Yes	No
2394	Do you like fictional books?	I wish there is no fictional books.	sarcastic	No	No
2395	Do you like fictional books?	I'd prefer to read a good biography.	contrastive	No	No
2396	Do you like fictional books?	Depends on the story.	ambiguous	Yes	No
2397	Can I help you with your stuff?	If you can do everything for me.	conditional	Yes	No
2398	Can I help you with your stuff?	You can totally do this all instead of me.	sarcastic	No	No
2399	Can I help you with your stuff?	I can manage on my own.	contrastive	No	No
2400	Can I help you with your stuff?	Maybe I could make it.	ambiguous	Yes	No
2401	Do you want a ride home?	If I didn't dirve myself today.	conditional	No	No
2402	Do you want a ride home?	Thanks, my legs are still functioning.	sarcastic	No	No
2403	Do you want a ride home?	Thanks, but I prefer taking the bus.	contrastive	No	No
2404	Do you want a ride home?	I am not go home later.	ambiguous	No	No
2405	Would you prefer a locally owned restaurant?	If you insist on this.	conditional	Yes	No
2406	Would you prefer a locally owned restaurant?	Taste comes first.	sarcastic	No	No
2407	Would you prefer a locally owned restaurant?	A chain restaurant is always better.	contrastive	Yes	No
2408	Would you prefer a locally owned restaurant?	I don’t mind either way.	ambiguous	No	No
2409	Are you into psychological thrillers?	Unless I'm bored enough.	conditional	Yes	No
2410	Are you into psychological thrillers?	Who will enjoy being confused for days?	sarcastic	Yes	No
2411	Are you into psychological thrillers?	I prefer sweet romances.	contrastive	No	No
2412	Are you into psychological thrillers?	Depends on the story.	ambiguous	Yes	No
2413	How about we go get a drink together?	If I didn't have a plan, it would be good.	conditional	No	No
2414	How about we go get a drink together?	I have every evening a date.	sarcastic	Yes	No
2415	How about we go get a drink together?	I prefer being alone.	contrastive	No	No
2416	How about we go get a drink together?	I wish you a good time without me.	ambiguous	Yes	No
2417	Did you encounter a lot of traffic coming here?	It would be nice if I can have this situation everyday.	conditional	Yes	No
2418	Did you encounter a lot of traffic coming here?	I hit the anti-commute perfectly.	sarcastic	No	No
2419	Did you encounter a lot of traffic coming here?	I prefer that situation.	contrastive	No	No
2420	Did you encounter a lot of traffic coming here?	Nice doesn't even begin to cover it.	ambiguous	No	No
2421	Are you going to play golf today?	If it does not rain since it rains possibly all day.	conditional	No	No
2422	Are you going to play golf today?	I would lose my thought when I play golf today.	sarcastic	No	No
2423	Are you going to play golf today?	I prefer jogging.	contrastive	No	No
2424	Are you going to play golf today?	I am considering.	ambiguous	Yes	No
2425	Do you spend a lot on food?	If there’s nothing else for me to spend money on, I’ll spend it all on food.	conditional	No	No
2426	Do you spend a lot on food?	When there’s nowhere else for my money to go, it goes straight to food.	sarcastic	No	No
2427	Do you spend a lot on food?	I try to be frugal.	contrastive	No	No
2428	Do you spend a lot on food?	Maybe not.	ambiguous	No	No
2429	Have you been to Japan?	If dreaming counts.	conditional	Yes	No
2430	Have you been to Japan?	I’ve walked the streets of Tokyo in my dreams.	sarcastic	Yes	No
2431	Have you been to Japan?	I prefer other countries.	contrastive	No	No
2432	Have you been to Japan?	Japan should be beautiful.	ambiguous	Yes	No
2433	Have you tried that new Thai restaurant on the high street ?	If I could get a reservation, I would’ve.	conditional	Yes	No
2434	Have you tried that new Thai restaurant on the high street ?	They don't seem ready to serve me.	sarcastic	No	No
2435	Have you tried that new Thai restaurant on the high street ?	I prefer other restaurant.	contrastive	No	No
2436	Have you tried that new Thai restaurant on the high street ?	I hope to.	ambiguous	Yes	No
2437	Have you been living here for a long time?	If a few days counts, then yes.	conditional	Yes	No
2438	Have you been living here for a long time?	I just moved in several seconds ago.	sarcastic	No	No
2439	Have you been living here for a long time?	I lived in another city for a long time.	contrastive	No	No
2440	Have you been living here for a long time?	I don't know how long is a long time.	ambiguous	No	No
2441	Have you told anyone else what you're thinking?	If I say it to myself also counts then yes.	conditional	Yes	No
2442	Have you told anyone else what you're thinking?	I can not talk when I am thinking.	sarcastic	No	No
